"","X","PID","Date","Time","PosSrc","Latitude","Longitude"
"5718",5718,137125,"Wednesday, Month 1, day No.18","6:59:08 AM","GPS",0.0850193566657751,-0.0113851380577188
"5719",5719,137125,"Wednesday, Month 1, day No.18","7:00:10 AM","GPS",0.0849603566657748,-0.0113571380577184
"5720",5720,137125,"Wednesday, Month 1, day No.18","7:01:14 AM","GPS",0.0855413566657788,-0.0153231380577097
"5721",5721,137125,"Wednesday, Month 1, day No.18","7:02:16 AM","GPS",0.0858783566657735,-0.0186581380577167
"5722",5722,137125,"Wednesday, Month 1, day No.18","7:03:21 AM","GPS",0.0850603566657782,-0.0216321380577114
"5723",5723,137125,"Wednesday, Month 1, day No.18","7:04:27 AM","GPS",0.0860873566657787,-0.0278021380577087
"5724",5724,137125,"Wednesday, Month 1, day No.18","7:05:29 AM","GPS",0.0948243566657752,-0.0391191380577141
"5725",5725,137125,"Wednesday, Month 1, day No.18","7:06:29 AM","GPS",0.0970663566657777,-0.039121138057709
"5726",5726,137125,"Wednesday, Month 1, day No.18","7:07:31 AM","GPS",0.0972453566657734,-0.0390531380577102
"5727",5727,137125,"Wednesday, Month 1, day No.18","7:08:39 AM","GPS",0.0971403566657756,-0.039113138057715
"5728",5728,137125,"Wednesday, Month 1, day No.18","7:09:40 AM","GPS",0.0971993566657758,-0.0389601380577176
"5729",5729,137125,"Wednesday, Month 1, day No.18","7:10:43 AM","GPS",0.096973356665778,-0.0390621380577159
"5730",5730,137125,"Wednesday, Month 1, day No.18","7:11:45 AM","GPS",0.0970833566657774,-0.0389921380577078
"5731",5731,137125,"Wednesday, Month 1, day No.18","7:12:49 AM","GPS",0.097059356665774,-0.0391881380577104
"5732",5732,137125,"Wednesday, Month 1, day No.18","7:13:54 AM","GPS",0.0965873566657791,-0.0390781380577181
"5733",5733,137125,"Wednesday, Month 1, day No.18","7:14:55 AM","GPS",0.0951343566657741,-0.0393411380577078
"5734",5734,137125,"Wednesday, Month 1, day No.18","7:15:58 AM","GPS",0.0940533566657749,-0.0388471380577187
"5735",5735,137125,"Wednesday, Month 1, day No.18","7:16:59 AM","GPS",0.088553356665777,-0.0304721380577178
"5736",5736,137125,"Wednesday, Month 1, day No.18","7:18:03 AM","GPS",0.0824943566657765,-0.0263301380577161
"5737",5737,137125,"Wednesday, Month 1, day No.18","7:19:06 AM","GPS",0.0703413566657787,-0.0305781380577201
"5738",5738,137125,"Wednesday, Month 1, day No.18","7:20:08 AM","GPS",0.0577003566657766,-0.0346801380577091
"5739",5739,137125,"Wednesday, Month 1, day No.18","7:21:12 AM","GPS",0.0436383566657739,-0.0282401380577113
"5740",5740,137125,"Wednesday, Month 1, day No.18","7:22:13 AM","GPS",0.0312613566657731,-0.0327751380577155
"5741",5741,137125,"Wednesday, Month 1, day No.18","7:23:15 AM","GPS",0.0158533566657795,-0.0342611380577154
"5742",5742,137125,"Wednesday, Month 1, day No.18","7:24:18 AM","GPS",0.00299035666577652,-0.0321071380577109
"5743",5743,137125,"Wednesday, Month 1, day No.18","7:25:22 AM","GPS",-0.00942464333422066,-0.0287141380577083
"5744",5744,137125,"Wednesday, Month 1, day No.18","7:26:37 AM","GPS",-0.0195116433342264,-0.0127241380577203
"5745",5745,137125,"Wednesday, Month 1, day No.18","7:27:38 AM","GPS",-0.0271856433342208,-0.00609113805771244
"5746",5746,137125,"Wednesday, Month 1, day No.18","7:28:38 AM","GPS",-0.032824643334223,-0.000961138057718358
"5747",5747,137125,"Wednesday, Month 1, day No.18","7:29:38 AM","GPS",-0.0390826433342255,-0.0030571380577129
"5748",5748,137125,"Wednesday, Month 1, day No.18","7:30:42 AM","GPS",-0.0494326433342209,0.0121538619422807
"5749",5749,137125,"Wednesday, Month 1, day No.18","7:33:33 AM","GPS",-0.0755766433342231,0.0135448619422931
"5750",5750,137125,"Wednesday, Month 1, day No.18","7:34:34 AM","GPS",-0.0876356433342238,0.0108168619422884
"5751",5751,137125,"Wednesday, Month 1, day No.18","7:35:42 AM","GPS",-0.0907556433342265,0.00953586194228251
"5752",5752,137125,"Wednesday, Month 1, day No.18","7:36:42 AM","GPS",-0.0945986433342227,0.0101078619422879
"5753",5753,137125,"Wednesday, Month 1, day No.18","7:37:44 AM","GPS",-0.0980226433342253,0.0103188619422809
"5754",5754,137125,"Wednesday, Month 1, day No.18","7:38:49 AM","GPS",-0.102708643334225,0.0105398619422914
"5755",5755,137125,"Wednesday, Month 1, day No.18","7:39:52 AM","GPS",-0.103624643334221,0.00316586194229274
"5756",5756,137125,"Wednesday, Month 1, day No.18","7:40:53 AM","GPS",-0.110252643334221,0.00476886194228143
"5757",5757,137125,"Wednesday, Month 1, day No.18","7:41:54 AM","GPS",-0.113966643334223,0.00539186194228591
"5758",5758,137125,"Wednesday, Month 1, day No.18","7:42:55 AM","GPS",-0.118027643334223,0.0058258619422844
"5759",5759,137125,"Wednesday, Month 1, day No.18","7:43:59 AM","GPS",-0.121759643334222,0.00592586194228772
"5760",5760,137125,"Wednesday, Month 1, day No.18","7:45:05 AM","GPS",-0.125319643334223,0.00630886194228708
"5761",5761,137125,"Wednesday, Month 1, day No.18","7:46:07 AM","GPS",-0.123653643334222,0.00504786194228757
"5762",5762,137125,"Wednesday, Month 1, day No.18","7:47:09 AM","GPS",-0.123525643334226,0.00515086194228331
"5763",5763,137125,"Wednesday, Month 1, day No.18","7:48:14 AM","GPS",-0.124075643334223,0.00596986194229032
"5764",5764,137125,"Wednesday, Month 1, day No.18","7:49:19 AM","GPS",-0.123443643334227,0.0058918619422883
"5765",5765,137125,"Wednesday, Month 1, day No.18","7:50:22 AM","GPS",-0.123442643334222,0.00591986194228866
"5766",5766,137125,"Wednesday, Month 1, day No.18","7:51:26 AM","GPS",-0.123492643334224,0.00598786194228751
"5767",5767,137125,"Wednesday, Month 1, day No.18","7:52:31 AM","GPS",-0.123555643334221,0.00585286194228729
"5768",5768,137125,"Wednesday, Month 1, day No.18","7:55:50 AM","GPS",-0.123564643334227,0.00606486194229205
"5769",5769,137125,"Wednesday, Month 1, day No.18","7:57:14 AM","GPS",-0.123539643334226,0.00583086194228599
"5770",5770,137125,"Wednesday, Month 1, day No.18","7:58:16 AM","GPS",-0.123538643334221,0.00583186194228347
"5771",5771,137125,"Wednesday, Month 1, day No.18","8:01:16 AM","GPS",-0.123513643334221,0.00608686194229335
"5772",5772,137125,"Wednesday, Month 1, day No.18","8:03:43 AM","GPS",-0.123564643334227,0.00606586194228953
"5773",5773,137125,"Wednesday, Month 1, day No.18","8:04:44 AM","GPS",-0.123793643334224,0.00625286194228636
"5774",5774,137125,"Wednesday, Month 1, day No.18","8:05:52 AM","GPS",-0.123557643334223,0.00604086194228159
"5775",5775,137125,"Wednesday, Month 1, day No.18","8:06:58 AM","GPS",-0.124128643334224,0.00582786194227936
"5776",5776,137125,"Wednesday, Month 1, day No.18","8:08:39 AM","GPS",-0.124100643334224,0.00581086194227964
"5777",5777,137125,"Wednesday, Month 1, day No.18","8:09:41 AM","GPS",-0.124147643334226,0.00586886194228953
"5778",5778,137125,"Wednesday, Month 1, day No.18","8:10:45 AM","GPS",-0.124148643334223,0.0058478619422857
"5779",5779,137125,"Wednesday, Month 1, day No.18","8:11:49 AM","GPS",-0.124143643334222,0.00584286194228412
"5780",5780,137125,"Wednesday, Month 1, day No.18","8:12:54 AM","GPS",-0.124095643334222,0.00577086194228116
"5781",5781,137125,"Wednesday, Month 1, day No.18","8:14:23 AM","GPS",-0.124126643334222,0.00574386194229248
"5782",5782,137125,"Wednesday, Month 1, day No.18","8:15:45 AM","GPS",-0.124073643334221,0.00570186194228484
"5783",5783,137125,"Wednesday, Month 1, day No.18","8:17:11 AM","GPS",-0.124150643334225,0.00574886194227986
"5784",5784,137125,"Wednesday, Month 1, day No.18","8:18:32 AM","GPS",-0.124144643334226,0.00585786194228888
"5785",5785,137125,"Wednesday, Month 1, day No.18","8:19:47 AM","GPS",-0.124109643334222,0.00586586194228289
"5786",5786,137125,"Wednesday, Month 1, day No.18","8:21:02 AM","GPS",-0.124111643334224,0.00584486194229328
"5787",5787,137125,"Wednesday, Month 1, day No.18","8:22:06 AM","GPS",-0.124056643334221,0.00578286194227928
"5788",5788,137125,"Wednesday, Month 1, day No.18","8:23:10 AM","GPS",-0.124085643334226,0.00571286194228549
"5789",5789,137125,"Wednesday, Month 1, day No.18","8:24:39 AM","GPS",-0.124101643334221,0.00574586194228743
"5790",5790,137125,"Wednesday, Month 1, day No.18","8:26:02 AM","GPS",-0.124182643334223,0.0058348619422901
"5791",5791,137125,"Wednesday, Month 1, day No.18","8:27:05 AM","GPS",-0.124238643334223,0.00586486194228542
"5792",5792,137125,"Wednesday, Month 1, day No.18","8:28:33 AM","GPS",-0.124142643334224,0.00582886194229104
"5793",5793,137125,"Wednesday, Month 1, day No.18","8:29:56 AM","GPS",-0.124149643334221,0.00580786194228722
"5794",5794,137125,"Wednesday, Month 1, day No.18","8:36:17 AM","GPS",-0.12412164333422,0.00576686194229126
"5795",5795,137125,"Wednesday, Month 1, day No.18","8:39:19 AM","GPS",-0.124082643334226,0.00582386194228945
"5796",5796,137125,"Wednesday, Month 1, day No.18","8:44:06 AM","GPS",-0.124143643334222,0.00585386194228477
"5797",5797,137125,"Wednesday, Month 1, day No.18","8:50:27 AM","GPS",-0.124176643334224,0.0059138619422896
"5798",5798,137125,"Wednesday, Month 1, day No.18","8:52:58 AM","GPS",-0.124132643334221,0.00596486194228874
"5799",5799,137125,"Wednesday, Month 1, day No.18","8:55:23 AM","GPS",-0.124149643334221,0.00580586194229227
"5800",5800,137125,"Wednesday, Month 1, day No.18","9:08:11 AM","GPS",-0.124139643334225,0.00589686194228989
"5801",5801,137125,"Wednesday, Month 1, day No.18","9:21:25 AM","GPS",-0.124144643334226,0.00587586194228606
"5802",5802,137125,"Wednesday, Month 1, day No.18","9:22:29 AM","GPS",-0.124114643334224,0.00584686194228823
"5803",5803,137125,"Wednesday, Month 1, day No.18","9:27:44 AM","GPS",-0.124106643334223,0.00587986194229018
"5804",5804,137125,"Wednesday, Month 1, day No.18","9:32:58 AM","GPS",-0.124188643334222,0.00590186194229148
"5805",5805,137125,"Wednesday, Month 1, day No.18","9:38:11 AM","GPS",-0.124163643334221,0.0058918619422883
"5806",5806,137125,"Wednesday, Month 1, day No.18","9:40:26 AM","GPS",-0.124171643334222,0.00586686194228037
"5807",5807,137125,"Wednesday, Month 1, day No.18","9:44:03 AM","GPS",-0.124221643334224,0.0059048619422839
"5808",5808,137125,"Wednesday, Month 1, day No.18","9:45:18 AM","GPS",-0.124118643334221,0.0058788619422927
"5809",5809,137125,"Wednesday, Month 1, day No.18","9:46:33 AM","GPS",-0.124117643334223,0.00589586194229241
"5810",5810,137125,"Wednesday, Month 1, day No.18","9:47:48 AM","GPS",-0.124058643334223,0.00580086194229068
"5811",5811,137125,"Wednesday, Month 1, day No.18","9:49:09 AM","GPS",-0.124069643334224,0.00579286194228246
"5812",5812,137125,"Wednesday, Month 1, day No.18","9:50:29 AM","GPS",-0.124132643334221,0.00593786194228585
"5813",5813,137125,"Wednesday, Month 1, day No.18","9:51:43 AM","GPS",-0.124184643334225,0.00590986194228549
"5814",5814,137125,"Wednesday, Month 1, day No.18","9:52:57 AM","GPS",-0.124124643334227,0.00581686194229292
"5815",5815,137125,"Wednesday, Month 1, day No.18","10:02:49 AM","GPS",-0.12419764333422,0.00594486194228239
"5816",5816,137125,"Wednesday, Month 1, day No.18","10:03:55 AM","GPS",-0.12419764333422,0.00621786194228946
"5817",5817,137125,"Wednesday, Month 1, day No.18","10:05:04 AM","GPS",-0.123521643334222,0.0059358619422909
"5818",5818,137125,"Wednesday, Month 1, day No.18","10:12:05 AM","GPS",-0.123916643334226,0.00616286194228621
"5819",5819,137125,"Wednesday, Month 1, day No.18","10:15:07 AM","GPS",-0.123391643334223,0.0061368619422808
"5820",5820,137125,"Wednesday, Month 1, day No.18","10:17:20 AM","GPS",-0.123560643334223,0.00597686194228686
"5821",5821,137125,"Wednesday, Month 1, day No.18","10:20:00 AM","GPS",-0.123488643334227,0.0058918619422883
"5822",5822,137125,"Wednesday, Month 1, day No.18","10:26:44 AM","GPS",-0.123515643334223,0.00579986194229321
"5823",5823,137125,"Wednesday, Month 1, day No.18","10:32:03 AM","GPS",-0.123500643334225,0.00578986194229003
"5824",5824,137125,"Wednesday, Month 1, day No.18","10:45:37 AM","GPS",-0.123522643334226,0.0058608619422813
"5825",5825,137125,"Wednesday, Month 1, day No.18","10:47:07 AM","GPS",-0.123504643334222,0.00594586194227986
"5826",5826,137125,"Wednesday, Month 1, day No.18","11:12:41 AM","GPS",-0.123522643334226,0.00596886194229285
"5827",5827,137125,"Wednesday, Month 1, day No.18","11:13:56 AM","GPS",-0.123498643334223,0.00586186194229299
"5828",5828,137125,"Wednesday, Month 1, day No.18","11:17:57 AM","GPS",-0.123477643334226,0.00587386194229111
"5829",5829,137125,"Wednesday, Month 1, day No.18","11:29:55 AM","GPS",-0.123602643334223,0.0059178619422795
"5830",5830,137125,"Wednesday, Month 1, day No.18","11:42:40 AM","GPS",-0.123513643334221,0.00606186194228542
"5831",5831,137125,"Wednesday, Month 1, day No.18","11:54:32 AM","GPS",-0.123523643334224,0.0059048619422839
"5832",5832,137125,"Wednesday, Month 1, day No.18","11:56:23 AM","GPS",-0.123511643334226,0.00576386194228462
"5833",5833,137125,"Wednesday, Month 1, day No.18","12:00:33 PM","GPS",-0.123517643334225,0.00580086194229068
"5834",5834,137125,"Wednesday, Month 1, day No.18","12:02:53 PM","GPS",-0.12353064333422,0.00581186194229133
"5835",5835,137125,"Wednesday, Month 1, day No.18","12:07:46 PM","GPS",-0.123394643334223,0.0061328619422909
"5836",5836,137125,"Wednesday, Month 1, day No.18","12:10:58 PM","GPS",-0.123496643334221,0.00595586194228304
"5837",5837,137125,"Wednesday, Month 1, day No.18","12:20:31 PM","GPS",-0.123391643334223,0.0061368619422808
"5838",5838,137125,"Wednesday, Month 1, day No.18","12:21:41 PM","GPS",-0.123555643334221,0.00574986194229155
"5839",5839,137125,"Wednesday, Month 1, day No.18","12:43:59 PM","GPS",-0.123488643334227,0.00589786194228736
"5840",5840,137125,"Wednesday, Month 1, day No.18","1:03:01 PM","GPS",-0.123564643334227,0.00606186194228542
"5841",5841,137125,"Wednesday, Month 1, day No.18","1:06:50 PM","GPS",-0.123389643334221,0.00613586194228333
"5842",5842,137125,"Wednesday, Month 1, day No.18","1:07:58 PM","GPS",-0.123506643334224,0.0057298619422852
"5843",5843,137125,"Wednesday, Month 1, day No.18","1:08:58 PM","GPS",-0.123505643334227,0.00566986194228036
"5844",5844,137125,"Wednesday, Month 1, day No.18","4:01:50 PM","GPS",-0.124018643334225,0.00586386194228794
"5845",5845,137125,"Wednesday, Month 1, day No.18","4:02:52 PM","GPS",-0.123455643334225,0.00588386194228008
"5846",5846,137125,"Wednesday, Month 1, day No.18","4:03:58 PM","GPS",-0.123496643334221,0.0059578619422922
"5847",5847,137125,"Wednesday, Month 1, day No.18","4:05:26 PM","GPS",-0.12347164333422,0.00578486194228844
"5848",5848,137125,"Wednesday, Month 1, day No.18","4:06:33 PM","GPS",-0.124065643334227,0.00547486194228952
"5849",5849,137125,"Wednesday, Month 1, day No.18","4:08:17 PM","GPS",-0.123729643334222,0.00513586194229276
"5850",5850,137125,"Wednesday, Month 1, day No.18","4:09:19 PM","GPS",-0.123934643334223,0.00519586194228339
"5851",5851,137125,"Wednesday, Month 1, day No.18","4:10:20 PM","GPS",-0.12366864333422,0.00523686194227935
"5852",5852,137125,"Wednesday, Month 1, day No.18","4:11:23 PM","GPS",-0.123457643334227,0.00554486194228332
"5853",5853,137125,"Wednesday, Month 1, day No.18","4:12:24 PM","GPS",-0.118643643334224,0.00579486194229162
"5854",5854,137125,"Wednesday, Month 1, day No.18","4:13:30 PM","GPS",-0.117345643334225,0.0056948619422883
"5855",5855,137125,"Wednesday, Month 1, day No.18","4:14:30 PM","GPS",-0.11487664333422,0.00550886194228895
"5856",5856,137125,"Wednesday, Month 1, day No.18","4:15:32 PM","GPS",-0.113492643334226,0.00538186194228274
"5857",5857,137125,"Wednesday, Month 1, day No.18","4:16:32 PM","GPS",-0.111380643334222,0.00519686194228086
"5858",5858,137125,"Wednesday, Month 1, day No.18","4:17:38 PM","GPS",-0.109970643334222,0.00201186194229308
"5859",5859,137125,"Wednesday, Month 1, day No.18","4:18:53 PM","GPS",-0.0996796433342269,0.0042318619422872
"5860",5860,137125,"Wednesday, Month 1, day No.18","4:20:00 PM","GPS",-0.100142643334223,0.00870786194228401
"5861",5861,137125,"Wednesday, Month 1, day No.18","4:21:08 PM","GPS",-0.0933296433342221,0.0102608619422853
"5862",5862,137125,"Wednesday, Month 1, day No.18","4:22:14 PM","GPS",-0.0898516433342209,0.0097948619422823
"5863",5863,137125,"Wednesday, Month 1, day No.18","4:23:17 PM","GPS",-0.0875336433342255,0.0108808619422831
"5864",5864,137125,"Wednesday, Month 1, day No.18","4:24:19 PM","GPS",-0.0755636433342204,0.0134878619422807
"5865",5865,137125,"Wednesday, Month 1, day No.18","4:25:23 PM","GPS",-0.0675206433342268,0.00562486194228029
"5866",5866,137125,"Wednesday, Month 1, day No.18","4:27:49 PM","GPS",-0.0417046433342207,0.00145686194228745
"5867",5867,137125,"Wednesday, Month 1, day No.18","4:28:50 PM","GPS",-0.0258246433342251,0.0016298619422912
"5868",5868,137125,"Wednesday, Month 1, day No.18","4:29:51 PM","GPS",-0.0185176433342207,-0.00676513805771606
"5869",5869,137125,"Wednesday, Month 1, day No.18","4:30:52 PM","GPS",-0.0134046433342263,-0.0229571380577198
"5870",5870,137125,"Wednesday, Month 1, day No.18","4:31:54 PM","GPS",-0.00374464333422253,-0.0247321380577148
"5871",5871,137125,"Wednesday, Month 1, day No.18","4:32:58 PM","GPS",-0.0073906433342259,-0.0204931380577165
"5872",5872,137125,"Wednesday, Month 1, day No.18","4:33:59 PM","GPS",-0.00753164333422518,-0.022431138057712
"5873",5873,137125,"Wednesday, Month 1, day No.18","4:35:04 PM","GPS",-0.00749664333422118,-0.0225531380577166
"5874",5874,137125,"Wednesday, Month 1, day No.18","4:36:06 PM","GPS",-0.0079686433342232,-0.0223571380577141
"5875",5875,137125,"Wednesday, Month 1, day No.18","4:37:07 PM","GPS",-0.00835664333422415,-0.0221061380577083
"5876",5876,137125,"Wednesday, Month 1, day No.18","4:38:12 PM","GPS",-0.007162643334226,-0.0204541380577155
"5877",5877,137125,"Wednesday, Month 1, day No.18","4:39:14 PM","GPS",-0.00328064333422162,-0.0232471380577124
"5878",5878,137125,"Wednesday, Month 1, day No.18","4:40:16 PM","GPS",0.000281356665773558,-0.0282081380577068
"5879",5879,137125,"Wednesday, Month 1, day No.18","4:41:43 PM","GPS",0.00241535666577875,-0.0305401380577166
"5880",5880,137125,"Wednesday, Month 1, day No.18","4:42:49 PM","GPS",0.00294235666577691,-0.0322181380577149
"5881",5881,137125,"Wednesday, Month 1, day No.18","4:43:56 PM","GPS",0.00544335666577922,-0.0339531380577114
"5882",5882,137125,"Wednesday, Month 1, day No.18","4:44:57 PM","GPS",0.0110933566657749,-0.0272411380577182
"5883",5883,137125,"Wednesday, Month 1, day No.18","4:46:00 PM","GPS",0.012712356665773,-0.034935138057719
"5884",5884,137125,"Wednesday, Month 1, day No.18","4:47:01 PM","GPS",0.0163423566657741,-0.0343271380577193
"5885",5885,137125,"Wednesday, Month 1, day No.18","4:48:01 PM","GPS",0.0181663566657733,-0.0340851380577192
"5886",5886,137125,"Wednesday, Month 1, day No.18","4:49:05 PM","GPS",0.0199753566657748,-0.0339751380577127
"5887",5887,137125,"Wednesday, Month 1, day No.18","4:50:06 PM","GPS",0.0209843566657781,-0.03359513805772
"5888",5888,137125,"Wednesday, Month 1, day No.18","4:51:10 PM","GPS",0.022509356665779,-0.0326171380577165
"5889",5889,137125,"Wednesday, Month 1, day No.18","4:52:14 PM","GPS",0.0247863566657784,-0.0331691380577155
"5890",5890,137125,"Wednesday, Month 1, day No.18","4:53:15 PM","GPS",0.0256643566657786,-0.033176138057712
"5891",5891,137125,"Wednesday, Month 1, day No.18","4:54:16 PM","GPS",0.0280763566657782,-0.033026138057707
"5892",5892,137125,"Wednesday, Month 1, day No.18","4:55:21 PM","GPS",0.0300453566657737,-0.0327161380577081
"5893",5893,137125,"Wednesday, Month 1, day No.18","4:57:58 PM","GPS",0.0383763566657791,-0.02856313805772
"5894",5894,137125,"Wednesday, Month 1, day No.18","4:59:04 PM","GPS",0.0446593566657754,-0.0293211380577105
"5895",5895,137125,"Wednesday, Month 1, day No.18","5:00:31 PM","GPS",0.0488913566657772,-0.0288851380577171
"5896",5896,137125,"Wednesday, Month 1, day No.18","5:01:33 PM","GPS",0.0445983566657731,-0.0270391380577166
"5897",5897,137125,"Wednesday, Month 1, day No.18","5:02:34 PM","GPS",0.0435963566657733,-0.0225341380577078
"5898",5898,137125,"Wednesday, Month 1, day No.18","5:03:39 PM","GPS",0.0442543566657747,-0.0177631380577168
"5899",5899,137125,"Wednesday, Month 1, day No.18","5:04:40 PM","GPS",0.0439393566657742,-0.0173751380577158
"5900",5900,137125,"Wednesday, Month 1, day No.18","5:05:46 PM","GPS",0.0435043566657782,-0.0219891380577195
"5901",5901,137125,"Wednesday, Month 1, day No.18","5:06:48 PM","GPS",0.0446473566657772,-0.0270901380577158
"5902",5902,137125,"Wednesday, Month 1, day No.18","5:07:55 PM","GPS",0.0495153566657791,-0.0292201380577097
"5903",5903,137125,"Wednesday, Month 1, day No.18","5:09:03 PM","GPS",0.0513053566657788,-0.0302431380577133
"5904",5904,137125,"Wednesday, Month 1, day No.18","5:11:40 PM","GPS",0.0572373566657731,-0.0342521380577097
"5905",5905,137125,"Wednesday, Month 1, day No.18","5:12:41 PM","GPS",0.0701133566657788,-0.0307551380577138
"5906",5906,137125,"Wednesday, Month 1, day No.18","5:13:43 PM","GPS",0.0806713566657749,-0.0257061380577142
"5907",5907,137125,"Wednesday, Month 1, day No.18","5:14:47 PM","GPS",0.089029356665776,-0.0309541380577087
"5908",5908,137125,"Wednesday, Month 1, day No.18","5:15:48 PM","GPS",0.0931663566657761,-0.0381981380577088
"5909",5909,137125,"Wednesday, Month 1, day No.18","5:16:49 PM","GPS",0.0947513566657747,-0.0391381380577087
"5910",5910,137125,"Wednesday, Month 1, day No.18","5:17:51 PM","GPS",0.0965343566657779,-0.038491138057708
"5911",5911,137125,"Wednesday, Month 1, day No.18","5:18:53 PM","GPS",0.0971863566657731,-0.0391781380577072
"5912",5912,137125,"Wednesday, Month 1, day No.18","5:19:56 PM","GPS",0.0971373566657761,-0.0388641380577184
"5913",5913,137125,"Wednesday, Month 1, day No.18","5:20:59 PM","GPS",0.0965603566657762,-0.0392641380577174
"5914",5914,137125,"Wednesday, Month 1, day No.18","5:22:01 PM","GPS",0.096345356665779,-0.0382671380577193
"5915",5915,137125,"Wednesday, Month 1, day No.18","5:23:03 PM","GPS",0.0959773566657773,-0.0355671380577149
"5916",5916,137125,"Wednesday, Month 1, day No.18","5:24:09 PM","GPS",0.0955923566657759,-0.0349611380577102
"5917",5917,137125,"Wednesday, Month 1, day No.18","5:25:14 PM","GPS",0.0953453566657743,-0.0343701380577102
"5918",5918,137125,"Wednesday, Month 1, day No.18","5:26:15 PM","GPS",0.0953403566657798,-0.0343711380577076
"5919",5919,137125,"Wednesday, Month 1, day No.18","5:27:21 PM","GPS",0.0953713566657797,-0.0343621380577162
"5920",5920,137125,"Wednesday, Month 1, day No.18","5:28:23 PM","GPS",0.0953653566657735,-0.034352138057713
"5921",5921,137125,"Wednesday, Month 1, day No.18","5:29:26 PM","GPS",0.0953723566657771,-0.0343561380577171
"5922",5922,137125,"Wednesday, Month 1, day No.18","5:30:27 PM","GPS",0.0953553566657774,-0.0343691380577127
"5923",5923,137125,"Wednesday, Month 1, day No.18","5:31:31 PM","GPS",0.0953373566657731,-0.0343671380577177
"5924",5924,137125,"Wednesday, Month 1, day No.18","5:32:33 PM","GPS",0.0953713566657797,-0.0343621380577162
"5925",5925,137125,"Wednesday, Month 1, day No.18","5:33:37 PM","GPS",0.0953533566657754,-0.0343651380577086
"5926",5926,137125,"Wednesday, Month 1, day No.18","5:34:41 PM","GPS",0.0956463566657746,-0.034902138057717
"5927",5927,137125,"Wednesday, Month 1, day No.18","5:35:41 PM","GPS",0.0944173566657796,-0.0367461380577083
"5928",5928,137125,"Wednesday, Month 1, day No.18","5:36:42 PM","GPS",0.0904373566657739,-0.0337371380577167
"5929",5929,137125,"Wednesday, Month 1, day No.18","5:37:43 PM","GPS",0.0874373566657738,-0.0283131380577117
"5930",5930,137125,"Wednesday, Month 1, day No.18","5:38:45 PM","GPS",0.0860473566657731,-0.0257531380577092
"5931",5931,137125,"Wednesday, Month 1, day No.18","5:39:45 PM","GPS",0.0872633566657797,-0.0226861380577077
"5932",5932,137125,"Wednesday, Month 1, day No.18","5:40:48 PM","GPS",0.0856193566657737,-0.0197781380577169
"5933",5933,137125,"Wednesday, Month 1, day No.18","5:41:49 PM","GPS",0.0858583566657742,-0.0184451380577144
"5934",5934,137125,"Wednesday, Month 1, day No.18","5:42:55 PM","GPS",0.0847443566657731,-0.0118551380577117
"5935",5935,137125,"Wednesday, Month 1, day No.18","5:44:02 PM","GPS",0.0849613566657794,-0.011284138057718
"5936",5936,137125,"Wednesday, Month 1, day No.18","5:45:20 PM","GPS",0.0850163566657756,-0.0113991380577119
"5937",5937,137125,"Wednesday, Month 1, day No.18","5:46:21 PM","GPS",0.0850063566657795,-0.011364138057715
"5938",5938,137125,"Wednesday, Month 1, day No.18","5:47:27 PM","GPS",0.0850023566657754,-0.0113661380577099
"5939",5939,137125,"Wednesday, Month 1, day No.18","5:48:27 PM","GPS",0.0850283566657737,-0.0114071380577201
"5940",5940,137125,"Wednesday, Month 1, day No.18","5:49:30 PM","GPS",0.0849813566657787,-0.0113501380577077
"5941",5941,137125,"Wednesday, Month 1, day No.18","5:50:32 PM","GPS",0.0850333566657753,-0.011372138057709
"5942",5942,137125,"Wednesday, Month 1, day No.18","5:51:32 PM","GPS",0.0849793566657766,-0.0113581380577159
"5943",5943,137125,"Wednesday, Month 1, day No.18","5:52:32 PM","GPS",0.0849973566657738,-0.0113541380577118
"5944",5944,137125,"Wednesday, Month 1, day No.18","5:53:32 PM","GPS",0.0849943566657743,-0.0113451380577203
"5945",5945,137125,"Wednesday, Month 1, day No.18","5:54:37 PM","GPS",0.0849923566657793,-0.0113561380577067
"5946",5946,137125,"Wednesday, Month 1, day No.18","5:55:37 PM","GPS",0.08500335666578,-0.0113571380577184
"5947",5947,137125,"Wednesday, Month 1, day No.18","5:56:38 PM","GPS",0.0850413566657764,-0.0112541380577085
"5948",5948,137125,"Wednesday, Month 1, day No.18","5:57:39 PM","GPS",0.0852163566657751,-0.0113461380577178
"5949",5949,137125,"Wednesday, Month 1, day No.18","5:58:39 PM","GPS",0.0852203566657792,-0.01136213805772
"5950",5950,137125,"Wednesday, Month 1, day No.18","5:59:47 PM","GPS",0.0849913566657747,-0.0113961380577194
"5951",5951,137125,"Wednesday, Month 1, day No.18","6:00:48 PM","GPS",0.0850063566657795,-0.011331138057713
"5952",5952,137125,"Wednesday, Month 1, day No.18","6:01:48 PM","GPS",0.0850403566657789,-0.0113791380577197
"5953",5953,137125,"Wednesday, Month 1, day No.18","6:02:49 PM","GPS",0.0850233566657792,-0.0113841380577071
"5954",5954,137125,"Wednesday, Month 1, day No.18","6:03:49 PM","GPS",0.0850003566657733,-0.0113771380577106
"5955",5955,137125,"Wednesday, Month 1, day No.18","6:04:49 PM","GPS",0.0850283566657737,-0.0113601380577109
